url,category,search_term,title,company,location,salary,job_type,description,posted_date,region
https://www.caribbeanjobs.com/IT-Manager-Job-226839.aspx,information_technology,IT Manager,IT Manager,Popular Locations,,,,"IT Manager Barbados Civil Aviation Authority Christ Church Not disclosed Permanent full-time Updated 11/02/2026 Apply Now Share Share this job Facebook Twitter Report This Job Save Save The IT Manager oversees and secures the Authority’s ICT systems to support regulatory excellence and operational efficiency, aligning technology and data assets with BCAA’s objectives while ensuring high-quality aeronautical information systems and compliance with international aviation standards. IT MANAGER - VACANCY NOTICE The Barbados Civil Aviation Authority (BCAA) is seeking a dynamic, strategic, and results-driven IT Manager to lead and safeguard the Authority’s Information and Communications Technology (ICT) environment. This is an exciting leadership opportunity for a forward-thinking ICT professional ready to drive innovation within a highly regulated and mission-critical environment. POSITION OVERVIEW This senior role is responsible for overseeing, managing, securing, and optimizing the Authority’s computer and ICT systems to support regulatory excellence and operational efficiency. The successful candidate will ensure that the BCAA’s technological and data assets are aligned with the Authority’s performance objectives, enabling the delivery of high-quality aeronautical information management systems and supporting Barbados’ compliance with international aviation standards. KEY RESPONSIBILITIES Lead the strategic, organizational, and operational planning of the Authority’s information systems. Manage, monitor, and secure the BCAA’s ICT and data assets, including cyber security, access controls, back-up procedures, operational continuity, and disaster recovery. Identify, recommend, and implement cost-effective ICT solutions including procurement, integration, upgrades, and system enhancements. Develop and manage the annual Information Systems budget. Oversee network infrastructure, servers, installations, migrations, and system performance to ensure reliability, stability, and availability. Supervise and guide IT personnel in network and systems administration. Ensure adherence to IT governance policies and regulatory compliance requirements. Provide expert technical advice and strategic recommendations to Senior Management. Foster innovation, continuous improvement, and effective user support across the Authority. Establish and maintain strategic partnerships with ICT service providers. Participate in policy development, service quality initiatives, and cross-functional projects. Represent the Authority at seminars, workshops, and professional forums. Perform other related duties as may be reasonably assigned. QUALIFICATIONS & EXPERIENCE A Master’s Degree or equivalent postgraduate professional designation in Computer Science, Information Technology, or related field, plus a minimum of three (3) years’ relevant experience in a similar leadership role; OR A Bachelor’s Degree or equivalent postgraduate professional designation in Computer Science, Information Technology, or related field, plus a minimum of five (5) years’ relevant experience in a similar leadership role. Candidates should also demonstrate: Expert knowledge of network administration. Advanced experience in data security and ICT systems management. Strong understanding of IT governance, compliance, and risk management. Working knowledge of the Barbados Civil Aviation Act and Regulations. Experience managing aeronautical information management services in accordance with ICAO Annex 15 and ISO 9001 standards (an asset). Experience with Geographic Information Systems (GIS) (an asset). Proven track record of high performance and leadership. Ability to manage multiple projects under pressure and deliver results within prescribed timelines. Strong analytical, troubleshooting, and systems-thinking capabilities. CORE COMPETENCIES & SKILLS: Exceptional customer and systems user support skills. Strategic thinking and innovation. Strong organisational, planning, budgeting, and project management skills. Critical thinking and sound professional judgement. Rigorous attention to detail. Data-driven decision-making and thorough documentation practices. Integrity, impartiality, and professionalism. Ability to work effectively within a multi-disciplinary regulatory environment. Ref: IT Manager Apply Now",,Caribbean
https://www.caribbeanjobs.com/Barbados-Civil-Aviation-Authority-Jobs-5242.aspx,information_technology,IT Manager,Barbados Civil Aviation Authority,Popular Locations,,,,"Barbados Civil Aviation Authority The Barbados Civil Aviation Authority (BCAA) is the regulatory body responsible for the oversight and regulation of civil aviation activities in Barbados. Established to ensure the safety, security, and efficiency of the aviation industry, the BCAA plays a crucial role in the development and implementation of aviation policies, standards, and procedures in alignment with international best practices. Email Me Jobs From This Recruiter",,Caribbean
https://www.caribbeanjobs.com/Manager-Information-Communication-Technology-ICT-Job-227102.aspx,information_technology,IT Manager,"Manager, Information & Communication Technology (ICT)",Popular Locations,,,,"Manager, Information & Communication Technology (ICT) Jamaica Tertiary Education Commission Kingston and St. Andrew See description Fixed term contract Updated 16/02/2026 HRM Apply Now Share Share this job Facebook Twitter Report This Job Save Save Plans, coordinates and oversees the development, implementation, management and maintenance of a modern Information and Communications Technology (ICT) for the JTEC. JAMAICA TERTIARY EDUCATION COMMISSION JOB DESCRIPTION JOB TITLE: Manager, Information & Communication Technology (ICT) JOB GRADE:                          MIS/IT6 DIVISION/ SECTION:            Corporate Service Branch REPORTS TO:                          Director, Corporate Services SUPERVISES DIRECTLY:        Database Administrator ICT Technician Job Purpose Under the general direction of the Director, Corporate Services, the Manager, Information & Communication Technology (ICT), plans, co-ordinates and oversees the development, implementation, management and maintenance of a modern Information and Communications Technology (ICT) for the JTEC, based on the Business Plans/Strategies of the Department and according to the Government of Jamaica policies. Key Responsibilities Policy and Strategic Management: Participates in the development and implementation of specific Corporate/Operational Plan and Budget activities for the division; Develops and implements the Annual work plan for the Unit; Manages the operations of the Unit; Develops, implements and evaluates IT strategies/plan, policies and procedures, including those for architecture, security, disaster recovery, standards, purchasing and service provision, in accordance with Government Regulations and in keeping with the Organisation’s Objectives; Prepares and submits reports, position papers and other documents, as required; Represents the Jamaica Tertiary Education Commission at local and international meetings, conferences and other fora, as required. Technical/ Professional: Develops, implements and manages Service Level Agreements (SLAs); Reviews requests for technology and makes recommendations, as appropriate, on alternative system options; Develops computer information resources, providing for data security and control, strategic computing and disaster recovery; Facilitates the procurement of hardware/software on behalf of the Department, in accordance with the Government Procurement Procedures; Provides ICT policy direction and support services to Senior Management and Unit Heads, thereby planning and developing a variety of documents, as required; Oversees the management of ICT through the access and utilization of information systems, such as email, internet and the networking of information technology for the different Units (Unit Heads). Ensures the management team is up to date and well educated on strategic Information Technology issues; Selects, develops, implements and supports new systems and technologies; Conducts post implementation reviews to ensure that benefits are achieved; Ensures proper documentation, storage and dissemination of information pertaining to ICT systems, policies, procedures, plans and projects; Formulates and implements an ICT acquisition strategy that ensures compliance with vendor licensing requirements, as well as GOJ Procurement Guidelines; Provides technical advice to the Director, Corporate Services and other relevant personnel on ICT matters; Develops and maintains current and effective ICT training plan for the organisation; Collaborates with the relevant personnel to develop a programme for the effective communication of the Department’s policies, programmes and projects to its stakeholders; Ensures that the organisation’s website is current and accessible; Conducts primary and secondary research and analysis of ICT, and informs how these tools can be utilized in maximizing the organisation’s ICT effectiveness; Acts as resource person on selection panels service wide. Human Resource Management: Provides leadership and guidance to direct reports through effective planning, delegation, communication, training, mentoring, coaching and performance assessment; Ensures that all staff are aware of, and adhere to organisational policies and procedures; Ensures the effective utilisation of staff in the Team to maximise productivity and enhance personal development; Participates in the recruitment of staff for the Unit and recommends transfer, promotion, termination and leave in accordance with established Human Resource Policies and Procedures; Establishes and maintains a system that fosters a culture of teamwork, employee empowerment and commitment to the Unit’s and Department’s goals; Ensures the welfare and developmental needs of direct reports are clearly identified and addressed. Other: Leads/participates in internal and external cross-functional teams to represent the views and interests of the Office as required; Performs any other duties that may be assigned from time to time. Required Knowledge, Skills and Competencies Excellent leadership, management and interpersonal skills Broad-based knowledge of the future direction and use of ICT by Government and the Private Sectors Knowledge of the Government of Jamaica’s Procurement Procedures and Financial Administration and Audit Act Excellent problem-solving, strategic thinking and analytical skills Sound Human Resource/people management skills Excellent oral and written communication skills Sound personal and professional integrity Confidentiality and integrity Minimum Required Qualification and Experience Undergraduate Degree in Computer Science or Management Information Systems or equivalent qualifications and training in current technology. A Masters Degree in Information Technology or a related field would be an asset; Six (6) years’ experience in the information technology field, including three (3) years’ at the management level; Proficiency in Project Management would be an asset. SPECIAL CONDITIONS Normal office environment May be required to work beyond normal working hours, and on weekends and public holidays from time to time AUTHORITY To provide approved information to the public Ref: MICT Apply Now",,Caribbean
https://www.caribbeanjobs.com/Jamaica-Tertiary-Education-Commission-Jobs-5741.aspx,information_technology,IT Manager,Jamaica Tertiary Education Commission,Popular Locations,,,,Jamaica Tertiary Education Commission Email Me Jobs From This Recruiter,,Caribbean
https://www.caribbeanjobs.com/Regional-Systems-Manager-Eastern-Region-Job-226990.aspx,information_technology,IT Manager,Regional Systems Manager - Eastern Region,Popular Locations,,,,"Regional Systems Manager - Eastern Region National Irrigation Commission Ltd. St. Catherine Not disclosed Temporary full-time Updated 12/02/2026 Manager, Human Resources & Industrial Relations Apply Now Share Share this job Facebook Twitter Report This Job Save Save Manage Irrigation Schemes and Services in the Eastern Region to provide irrigated water to Farmers Key Responsibilities include: Collaborate with Senior Work Superintendents and other Officers to develop and prepare Work Plans for the Region in accordance with NIC’s polices, operational objectives and budget; Direct and coordinate the implementation of capital and maintenance works in the Region; Monitor capital and maintenance works in the Districts through on-site inspections and progress reports; Coordinate all the necessary inputs to monitor and manage the water production; conveyance and distribution systems in the Region; Monitor the water sources of the irrigation systems and ensure regular checks of the water quality; Direct the preparation of monthly management reports to the Director on water production and distribution; revenues and expenditure; capital and maintenance works; disconnections; motor vehicles; Approve requisitions for supplies and equipment for the Region and follow-up with the Procurement unit for timely purchases; Prepare annual budget for the Region from budget data collected for the Districts; Manage District Budgets and targets; Monitor the collection of billing data for customers and the submission to the relevant Department within established deadlines; Oversee the administrative and office management functions in the District offices; Conduct regular reviews of the data processing needs in the Districts and liaise with the Information Systems Department for implementation of relevant technology; Conduct regular reviews of the safety and security arrangements for staff and assets in the Districts; Minimum Requirements for the Post: Bachelor’s Degree in either Agriculture, Agricultural Engineering or an equivalent certification in a related field of study; Five (5) years’ experience in water distribution systems with at least three (3) years in a senior position; Thorough knowledge of water distribution systems and the ability to manage the available resources to satisfy the needs of customers; Excellent verbal and written communication skills; Strong leadership skills; Good interpersonal relations; Excellent analytical and problem solving skills. Ref: Manager Apply Now",,Caribbean
https://www.caribbeanjobs.com/National-Irrigation-Commission-Ltd-Jobs-5186.aspx,information_technology,IT Manager,National Irrigation Commission Ltd.,Popular Locations,,,,"National Irrigation Commission Ltd. CORPORATE PROFILE The National Irrigation Commission Limited (NIC) is an agency of the Ministry of Agriculture, Fisheries and Mining. The NIC was established under the Companies Act in 1986 and is the Authority under the Irrigation Act of 1949 with the mandate to manage, operate, maintain and expand existing and future irrigation schemes and systems established by the Government of Jamaica. OUR OPERATION The NIC serves farmers with quality irrigation service to increase agricultural production and productivity. NIC’s operations cover a designated drainage area in the Upper and Lower Morass of the Black River, St. Elizabeth and sixteen (16) irrigation schemes and systems in three (3) regions: Eastern Region:           St. Catherine: Rio Cobre, St. Dorothy’s, Colbeck and Amity Hall Portland: Spring Garden St. Thomas: Yallahs, Yallahs IDB and Plantain Garden River Central:                       Clarendon: Mid Clarendon and Monymusk Manchester: New Forest/Duff House Western:                      St. Elizabeth: Hounslow, Beacon/Little Park and Holland St. James: Seven Rivers Trelawny: Braco The NIC is governed by a 15-member Board of Directors and managed by the Chief Executive Officer through five (5) Departments: Engineering and Technical Services, Finance and Corporate Planning, Projects Planning and Execution, Commercial Operations and Administration and Human Resources. Email Me Jobs From This Recruiter",,Caribbean
https://www.caribbeanjobs.com/Data-Privacy-Manager-Job-226904.aspx,information_technology,IT Manager,Data Privacy Manager,Popular Locations,,,,"Data Privacy Manager Planning Institute of Jamaica (PIOJ) Kingston and St. Andrew See description Permanent full-time Updated 11/02/2026 HRD Apply Now Share Share this job Facebook Twitter Report This Job Save Save Data Privacy Manager JOB PURPOSE: The Data Privacy Manager is responsible for managing privacy related activities of the PIOJ, ensuring that data privacy and security requirements are met in accordance with applicable laws, and regulations. The incumbent will be a key player in inter-organisational collaboration to ensure awareness and adoption toward best practices for data privacy. Pay Scale: Level 9 - Minimum $6,333,301 p.a. KEY RESPONSIBILITIES: Manage the process of conducting Data Protection Impact Assessment (DPIA) to identify, analyse and manage privacy risks in accordance with the existing Risk Management Framework. Monitor service developments for security and privacy compliance with Privacy by Design Develop, manage and maintain key privacy programme metrics. Coordinate with external regulatory bodies to ensure all programmes, policies, and procedures are aligned with the Data Protection Act (DPA) and all other related legislations which may impact the operations. Support the Data Protection Officer (DPO) with breach response and regulatory monitoring. Conduct periodic review of industry data privacy trends and developments, as well as applicable government regulations and recommend improvements. Coordinate with Data Privacy champions to drive compliance and privacy literacy across business operations. SKILLS AND COMPETENCIES: Extensive knowledge of the Data Protection Act, other regional and international regulations, and their applicability to the operations. Sufficient knowledge of privacy and information security technologies Ability to work independently with other leads/liaisons to discuss and resolve privacy issues. Strong working knowledge of assessing data protection risks and advising on organisational controls. Knowledge of security industry regulations/standards (NIST Privacy Framework) and compliance frameworks (ISO 27701, etc.) Excellent written and verbal communication skills QUALIFICATION AND EXPERIENCE: Bachelor’s Degree in Public Policy and Management, Organisational Psychology, Law or related field Minimum 5-7 years’ experience in the related field Privacy certifications or Certified Information Privacy Manager (CIPM) Experience in data protection, compliance, governance or related field Experience with addressing privacy standards issues and liaising with standard bodies Experience in a legal, audit, or risk management role would be an asset Strong understanding of and adherence to ethical codes and practices Proficiency with Microsoft suite of products with excellent skills in Excel Applications should be submitted no later than February 25, 2026 to: Senior Director, Human Resources Planning Institute of Jamaica 16 Oxford Road Kingston 5 We thank you for your expressions of interest, however, only shortlisted applicants will be contacted. Ref: Data Privacy Manager Apply Now",,Caribbean
https://www.caribbeanjobs.com/Planning-Institute-of-Jamaica-PIOJ-Jobs-602.aspx,information_technology,IT Manager,Planning Institute of Jamaica (PIOJ),Popular Locations,,,,Planning Institute of Jamaica (PIOJ) Mission and Vision Statement The Planning Institute of Jamaica is committed to leading the process of policy formulation on economic and social issues and external co-operation management to achieve sustainable development for the people of JAMAICA Email Me Jobs From This Recruiter,,Caribbean
https://www.caribbeanjobs.com/Service-Desk-Coordinator-Job-226715.aspx,information_technology,IT Manager,Service Desk Coordinator,Popular Locations,,,,"Service Desk Coordinator BLEWSTREAM ECOSYSTEM Port-of-Spain / San Fernando / Trincity Not disclosed Permanent full-time Updated 09/02/2026 Apply Now Share Share this job Facebook Twitter Report This Job Save Save We are looking for a Service Desk Coordinator to join our IT team. This role is responsible for escalating, and resolving complex and high impact incidents, across many platforms, while ensuring clear and consistent communication with stakeholders. Position Title: Service Desk Coordinator Location: 26 Bay Road, St. James, Port of Spain, 16 Orange Grove Rd, Tacarigua (Trintoplan Compound), 14- 16 Turney Street, San Fernando Employment Type: Full-Time, Hybrid Role Overview: The Service Desk Coordinator is the technical and operational owner of service delivery across the Service Desk. This role is responsible for coordinating, escalating, and resolving complex and high impact incidents, particularly across Microsoft 365, Intune, Sophos, identity, access, and endpoint management platforms, while ensuring clear, timely, and consistent communication with stakeholders. The role also provides day-to-day technical and operational guidance to junior service desk staff, supporting quality, consistency, and adherence to SLAs. Combining hands-on technical capability, service coordination, and stakeholder communication, the Service Desk Coordinator acts as the primary escalation point between the Service Desk, internal teams, external vendors, and management. Key Responsibilities: 1. Service Delivery, Incident & Escalation Management Act as the primary escalation point for complex, high-impact, or unresolved incidents. Provide 2nd and 3rd level support where required, including hands-on technical resolution. Partner with business stakeholders and end users to: understand incident impact, prioritise appropriately, and ensure quality of service and customer satisfaction Exercise sound judgment where impact, value, or risk is not immediately clear. 2. Technical Resolution & Platform Administration Perform hands-on troubleshooting and resolution for complex service desk issues that exceed 1st-line capability. Validate client and internal configurations against documented standards. Identify recurring issues and drive root-cause remediation, not just ticket closure. Support employee onboarding and access provisioning workflows where escalation or exception handling is required. 3. SLA, Queue & Priority Management Own the service desk queue, ensuring tickets are correctly logged, categorised, and prioritised, and SLAs and OLAs are actively monitored and enforced Reassign or escalate tickets as required to meet service targets. Identify SLA risks early and take corrective action. 4. Communication & Stakeholder Management Provide clear, timely updates to the organisation on major incidents, high-impact escalations and service disruptions and resolutions Liaise with client IT teams for access provisioning, application issues, and configuration dependencies. Escalate risks, recurring issues, and service gaps to the IT Manager with evidence-based recommendations. 5. Governance, Documentation & Continuous Improvement Maintain and improve knowledge base articles, escalation procedures and client-specific configuration documentation Contribute to incident reviews, problem management and service improvement initiatives Support audits, compliance requirements, and service reporting. Required Experience & Skills Experience (Essential) 3–5 years’ experience in a service desk, IT support, or service delivery role Demonstrated experience handling escalations and complex incidents Experience working with vendors and third parties Demonstrated experience overseeing day-to-day work of service desk or IT support staff, including workload coordination, escalation support, and performance feedback. Technical Skills (Essential) Strong administration and troubleshooting experience with Microsoft 365 (Entra ID, Exchange, Teams, SharePoint), Intune / endpoint management as well as endpoint security platforms (Sophos preferred) Solid understanding of incident, escalation, and service delivery practices Education Requirements (Required) Bachelor’s Degree in Information Technology, Computer Science or Information Systems OR equivalent professional experience Preferred / Advantageous ITIL Foundation certification Microsoft certifications (e.g. M365, Azure, Endpoint Administration) Soft Skills Excellent written and verbal communication Strong ownership and accountability Strong customer service orientation Ability to translate technical issues into business-focused updates Confident decision-making under pressure Ability to prioritize and/or make judgement calls when impact/value/risk are less clear Why Join Us? Be part of a collaborative IT team focused on operational excellence. Competitive compensation, benefits, and opportunities for professional development. Hybrid work environment promoting flexibility and work-life balance. Ref: BH#458 Apply Now",,Caribbean
https://www.caribbeanjobs.com/BLEWSTREAM-ECOSYSTEM-Jobs-4528.aspx,information_technology,IT Manager,BLEWSTREAM ECOSYSTEM,Popular Locations,,,,"BLEWSTREAM ECOSYSTEM BLEWSTREAM is a professional services firm, providing in-demand skills, resources, and expertise to our global clients and stakeholders.  Specializing in finance, accounting, auditing, technology, assurance and sustainability, we build trusted relationships that are founded on the delivery of exemplary service. As an ACCA-approved employer, we prioritize advanced professional and technical skills and value a can-do attitude, exceptional reliability and responsiveness.  We are a people-centric organization, focused on strengthening our ecosystem with like-minded individuals, and supporting their growth and development. BLEWSTREAM is more than just the name of an organization; it represents our shared commitment to leading balanced lives, developing a driven and forward-thinking outlook, and generating abundance for ourselves and others. Balanced Life. Equitable Work. Strategic Thinking. Reputational Excellence. Accelerated Mindsight. Email Me Jobs From This Recruiter",,Caribbean
